Kabupaten/Kota,Tahun,ROKOK DAN TEMBAKAU,Rokok kretek filter,Rokok kretek tanpa filter,Rokok putih,Tembakau,Rokok dan tembakau Lainnya
Kota Cirebon,2020,15255.5,13154.07,1487.11,550.11,0.79,63.42
Kota Bekasi,2020,20505.29,16271.76,1304.23,2741.94,0.0,187.35
Kota Depok,2020,18862.69,13369.0,2221.57,3116.27,1.49,154.35
Kota Cimahi,2020,21412.88,16151.51,2335.25,2515.93,42.62,367.56
Kota Tasikmalaya,2020,17452.29,11329.07,4461.21,1514.82,19.9,127.3
Kota Banjar,2020,19585.3,12318.86,4863.98,2310.18,80.53,11.76
Cilacap,2020,15287.14,10747.7,3051.71,1080.62,220.84,186.28
Banyumas,2020,13862.41,9541.28,3175.9,706.77,213.17,225.28
Purbalingga,2020,14900.02,9031.53,3580.12,1485.43,652.31,150.63
Banjarnegara,2020,15534.87,9857.69,2635.84,1340.0,1080.64,620.7
Kebumen,2020,11745.31,7249.77,2870.94,691.48,752.66,180.47
Purworejo,2020,11683.93,8471.24,2320.51,478.82,245.93,167.44
Wonosobo,2020,13903.02,8270.02,2375.99,1332.24,1177.89,746.88
Magelang,2020,11320.23,8233.37,1047.39,854.44,698.38,486.64
Boyolali,2020,14391.25,12063.23,886.23,1188.43,153.79,99.58
Klaten,2020,11537.2,9138.05,1339.67,819.72,97.71,142.04
Sukoharjo,2020,9750.42,8034.03,799.37,774.76,8.37,133.9
Wonogiri,2020,10907.86,8377.55,1810.1,582.68,128.43,9.1
Karanganyar,2020,12293.29,10371.03,1049.9,653.61,68.21,150.54
Sragen,2020,17326.4,14862.5,1202.57,1157.82,76.86,26.64
Grobogan,2020,14984.08,13761.71,1028.34,14.76,127.98,51.29
Blora,2020,14687.07,13113.85,678.14,660.77,133.02,101.29
Rembang,2020,16520.05,14727.17,770.04,816.64,168.98,37.21
Pati,2020,14865.42,14177.98,479.82,94.64,15.07,97.91
Kudus,2020,15157.84,14638.47,445.39,49.98,3.72,20.29
Jepara,2020,13957.64,13294.52,163.56,185.87,5.68,308.02
Demak,2020,17188.31,16185.22,874.29,82.91,38.26,7.63
Semarang,2020,15072.22,12820.54,908.99,904.21,294.11,144.37
Temanggung,2020,11524.65,6633.96,1102.1,638.57,2102.55,1047.46
Kendal,2020,12977.87,11793.45,323.85,218.09,391.12,251.36
Batang,2020,17948.08,16544.57,704.57,433.01,175.26,90.67
Pekalongan,2020,14205.73,12137.37,1653.7,303.57,98.77,12.31
Pemalang,2020,15409.72,10621.34,4205.54,413.17,131.57,38.1
Tegal,2020,13618.47,11372.09,1691.87,437.99,65.27,51.24
Brebes,2020,16730.71,12237.75,4054.97,376.43,32.72,28.83
Kota Magelang,2020,13764.87,10640.56,823.53,2159.03,47.21,94.54
Kota Surakarta,2020,10844.52,9714.08,501.73,508.15,1.44,119.13
Kota Salatiga,2020,15391.19,11913.82,2157.01,923.88,148.49,247.99
Kota Semarang,2020,12201.36,10391.25,748.96,698.05,53.28,309.82
Kota Pekalongan,2020,14319.44,13774.64,469.71,9.81,0.0,65.28
Kota Tegal,2020,17817.52,14445.75,2636.12,678.5,6.84,50.31
Kulon Progo,2020,7686.25,5466.15,1102.05,675.61,279.78,162.66
Bantul,2020,10563.85,7669.09,1000.3,1580.62,64.37,249.47
Gunung Kidul,2020,10087.59,6392.49,1996.21,1033.98,284.57,380.34
Sleman,2020,10758.97,7859.19,886.26,1561.53,73.81,378.19
Yogyakarta,2020,12082.79,9435.87,613.09,1867.84,7.93,158.06
Pacitan,2020,8201.86,4951.21,2415.16,158.63,532.73,144.13
Ponorogo,2020,10483.29,6951.44,2177.15,570.38,548.97,235.36
Trenggalek,2020,9965.13,8001.15,918.31,444.82,344.2,256.65
Tulungagung,2020,11813.93,10077.03,1244.6,362.12,106.32,23.87
Blitar,2020,10527.66,9545.99,397.53,99.35,289.6,195.18
Kediri,2020,11771.63,10311.58,973.84,309.15,146.4,30.66
Malang,2020,13131.89,11614.75,1061.16,163.02,79.06,213.89
Lumajang,2020,11529.64,8062.64,2424.42,96.87,750.13,195.57
Jember,2020,13506.2,10624.77,1643.17,657.88,416.86,163.52
Banyuwangi,2020,15719.76,13220.26,1161.3,627.93,340.96,369.31
Bondowoso,2020,12906.4,10899.55,554.89,43.81,1137.91,270.24
Situbondo,2020,14453.19,11885.47,1659.1,144.0,714.55,50.06
Probolinggo,2020,14951.85,9751.48,3171.91,279.14,1331.59,417.73
Pasuruan,2020,15813.45,14277.49,994.18,295.44,119.72,126.63
Sidoarjo,2020,14854.63,13037.17,397.05,1139.31,0.0,281.1
Mojokerto,2020,18222.36,16697.34,1009.82,438.83,13.91,62.46
Jombang,2020,13626.91,12001.36,1123.9,340.82,39.43,121.41
Nganjuk,2020,14232.43,12674.34,1427.77,59.23,46.29,24.79
Madiun,2020,13040.85,9365.53,3147.96,290.46,123.7,113.2
Magetan,2020,13148.55,10663.37,1803.01,284.89,78.46,318.83
Ngawi,2020,12379.28,10188.96,1734.66,0.0,243.34,212.32
Bojonegoro,2020,13246.29,11799.92,966.29,191.98,146.66,141.44
Tuban,2020,13838.35,12435.02,726.98,58.34,504.41,113.61
Lamongan,2020,15425.18,13035.72,1704.58,339.5,223.45,121.93
Gresik,2020,16796.18,15308.03,1090.03,270.58,4.96,122.57
Bangkalan,2020,18996.52,16828.9,1855.14,312.47,0.0,0.0
Sampang,2020,17047.04,14814.8,2011.81,112.68,60.03,47.73
Pamekasan,2020,17511.16,16505.59,705.04,175.31,11.17,114.05
Sumenep,2020,17896.33,15558.01,2169.85,0.0,157.55,10.93
Kota Kediri,2020,13038.42,11147.32,1341.87,122.27,30.12,396.84
Kota Blitar,2020,12938.07,11649.53,933.87,184.45,70.02,100.2
Malang,2020,14062.4,11612.52,1273.09,809.99,4.5,362.31
Kota Probolinggo,2020,12153.4,10804.12,399.85,389.08,357.23,203.13
Kota Pasuruan,2020,14715.59,14062.85,360.8,149.72,2.97,139.25
Kota Mojokerto,2020,13660.55,12968.76,327.64,200.84,23.52,139.8
Kota Madiun,2020,11194.85,9779.18,821.95,424.22,25.26,144.24
Kota Surabaya,2020,16959.02,14537.76,1061.76,1266.42,3.98,89.09
Kota Batu,2020,18477.72,15669.79,2170.72,315.88,84.52,236.81
Pandeglang,2020,23838.73,16799.99,6190.0,707.88,0.0,140.85
Lebak,2020,29343.94,21245.5,7516.88,507.36,59.97,14.23
Tangerang,2020,26618.34,20528.92,4077.24,2012.1,0.07,0.0
Serang,2020,25902.04,21997.32,3580.59,292.28,0.0,31.85
Kota Tangerang,2020,25878.6,22120.91,1293.95,2193.92,4.17,265.66
Kota Cilegon,2020,22329.17,15112.22,3700.54,3458.97,0.0,57.43
Kota Serang,2020,26923.0,21551.56,2130.71,3046.5,0.0,194.22
Kota Tangerang Selatan,2020,17564.44,14836.98,985.39,1626.29,0.0,115.78
Jembrana,2020,13882.95,10793.58,666.94,2349.43,52.41,20.6
Tabanan,2020,14002.8,11014.17,270.45,2599.76,14.21,104.21
Badung,2020,13797.99,9700.29,405.22,3506.66,10.02,175.8
Gianyar,2020,9386.67,6571.54,361.05,2369.9,55.18,28.99
Klungkung,2020,8696.83,5313.01,243.96,3024.31,53.17,62.38
Bangli,2020,12623.07,7251.98,697.64,4385.35,83.66,204.45
Karangasem,2020,8360.98,5851.77,770.25,1643.6,55.99,39.37
Buleleng,2020,8685.51,5575.04,877.06,2137.48,56.88,39.05
Kota Denpasar,2020,15821.35,10937.28,278.95,4119.01,1.0,485.11
Lombok Barat,2020,16977.33,15481.52,53.95,497.7,818.45,125.72
Lombok Tengah,2020,14540.74,11786.53,357.22,313.2,1684.55,399.24
Lombok Timur,2020,10723.89,8619.2,130.21,481.72,1327.59,165.17
Sumbawa,2020,17173.28,11647.87,2726.0,1939.18,658.35,201.88
Dompu,2020,17475.98,15357.68,1109.24,751.59,235.89,21.58
Bima,2020,16568.2,12741.31,2029.2,1407.42,239.39,150.86
Sumbawa Barat,2020,20836.22,18413.52,907.63,931.43,313.9,269.74
Lombok Utara,2020,11939.31,9434.24,20.64,939.75,1347.3,197.38
Kota Mataram,2020,15152.2,14301.52,244.61,443.87,76.66,85.53
Kota Bima,2020,18763.47,16157.64,836.5,1753.98,12.44,2.9
Sumba Barat,2020,12313.28,9348.31,1537.11,473.8,112.82,841.25
Sumba Timur,2020,13183.58,5619.37,4671.59,160.67,411.97,2319.98
Kupang,2020,7885.51,4078.27,1889.42,543.62,101.54,1272.65
Timor Tengah Selatan,2020,9046.08,2484.65,2293.42,103.01,352.28,3812.72
Timor Tengah Utara,2020,11200.18,5527.87,2925.35,665.57,162.37,1919.02
Belu,2020,9783.02,6148.47,604.82,1146.0,98.83,1784.89
Alor,2020,14394.44,6534.22,3683.49,1110.36,417.99,2648.38
Lembata,2020,8790.59,7135.58,581.75,375.61,137.91,559.74
Flores Timur,2020,12412.86,10208.46,343.87,1407.57,133.31,319.66
Sikka,2020,8731.3,7306.76,422.31,143.46,486.35,372.42
Ende,2020,10832.14,8881.52,285.31,964.59,31.06,669.66
Ngada,2020,11229.8,8756.48,991.06,495.56,76.02,910.68
Manggarai,2020,12397.3,11479.42,257.6,200.53,80.72,379.03
Rote Ndao,2020,7678.98,5634.15,266.89,414.45,652.46,711.03
Manggarai Barat,2020,14316.39,13781.58,215.92,239.69,46.95,32.25
Sumba Tengah,2020,9182.94,6156.09,1543.38,94.62,285.5,1103.36
Sumba Barat Daya,2020,9193.18,5216.52,1922.63,11.11,389.38,1653.55
Nagekeo,2020,10647.57,8836.61,1201.32,219.23,40.21,350.2
Manggarai Timur,2020,8700.28,6804.36,477.58,589.34,377.66,451.35
Sabu Raijua,2020,8045.0,5854.54,536.26,237.28,450.25,966.67
Malaka,2020,8850.41,4622.33,998.25,378.71,279.19,2571.92
Kota Kupang,2020,11348.12,9122.51,423.76,1395.01,0.34,406.51
Sambas,2020,14255.61,11811.11,2038.88,372.52,31.34,1.76
Bengkayang,2020,14942.3,11322.13,1423.14,1460.49,529.35,207.19
Landak,2020,15077.75,11103.6,2661.51,504.12,796.38,12.15
Mempawah,2020,18581.8,15878.3,1164.26,1462.47,76.77,0.0
Sanggau,2020,16269.03,12329.63,1146.66,2281.44,468.27,43.04
Ketapang,2020,22747.77,19832.3,2230.41,396.65,42.86,245.55
Sintang,2020,16886.1,12672.62,1537.8,2341.24,182.16,152.28
Kapuas Hulu,2020,17962.44,12944.65,3861.11,1036.17,110.61,9.91
Sekadau,2020,15093.69,13155.07,1244.97,599.85,91.44,2.36
Melawi,2020,17794.89,14185.91,2015.33,846.91,422.49,324.25
Kayong Utara,2020,21283.56,16185.6,4757.8,117.15,162.95,60.06
Kubu Raya,2020,17821.01,14744.14,1243.49,1656.11,115.28,62.0
Kota Pontianak,2020,17171.01,15139.52,743.51,1212.62,28.37,46.98
Kota Singkawang,2020,15665.05,12518.79,1484.12,1506.62,112.79,42.71
Kotawaringin Barat,2020,24881.9,20330.98,1373.77,2511.24,17.25,648.66
Kotawaringin Timur,2020,18098.69,16409.34,1269.44,210.85,21.39,187.68
Kapuas,2020,15490.0,14479.72,582.46,401.38,26.45,0.0
Barito Selatan,2020,19139.95,18747.56,295.14,42.51,0.0,54.75
Barito Utara,2020,20961.43,19292.25,1073.35,545.77,29.59,20.47
Sukamara,2020,27538.72,22201.71,3788.74,915.57,132.44,500.26
Lamandau,2020,26622.73,24699.17,730.65,544.97,208.49,439.45
Seruyan,2020,26092.23,23704.58,825.51,1446.78,31.71,83.65
Katingan,2020,20185.93,18949.42,912.58,198.88,22.33,102.71
Pulang Pisau,2020,22723.65,21156.66,761.51,611.4,179.13,14.96
Gunung Mas,2020,25736.17,20173.5,4413.54,964.8,9.67,174.66
Barito Timur,2020,16204.06,15392.09,763.18,0.0,33.86,14.93
Murung Raya,2020,20366.26,15698.26,2975.56,1308.83,132.43,251.18
Kota Palangka Raya,2020,14718.97,13669.56,378.04,557.61,2.25,111.52
Tanah Laut,2020,20134.2,18952.07,868.55,193.03,5.48,115.07
Kota Baru,2020,21575.6,18243.83,897.7,2252.69,21.75,159.64
Banjar,2020,16474.63,15411.48,527.7,386.18,4.97,144.29
Barito Kuala,2020,14751.17,14015.2,704.9,0.0,0.0,31.07
Tapin,2020,17951.76,17505.4,92.59,64.33,41.44,248.0
Hulu Sungai Selatan,2020,11631.38,11434.8,75.24,0.0,0.0,121.34
Hulu Sungai Tengah,2020,14243.0,13523.66,329.49,277.86,0.0,111.99
Hulu Sungai Utara,2020,12085.46,11280.61,379.58,163.83,0.0,261.44
Tabalong,2020,16730.34,13884.03,710.77,1931.6,0.0,203.94
Tanah Bumbu,2020,18428.39,16859.71,1123.33,315.51,23.27,106.57
Balangan,2020,15695.15,15227.24,142.53,0.0,0.0,325.38
Kota Banjarmasin,2020,14922.67,13639.04,596.04,233.15,2.49,451.95
Kota Banjar Baru,2020,18007.72,16756.73,398.54,733.8,0.0,118.65
Paser,2020,22080.12,20694.9,307.7,910.68,22.69,144.14
Kutai Barat,2020,21702.94,17711.11,1399.46,2034.15,432.3,125.91
Kutai Kartanegara,2020,18409.51,14232.03,716.82,2775.99,18.58,666.1
Kutai Timur,2020,27835.06,25487.43,610.38,1557.24,3.23,176.77
Berau,2020,23177.53,19709.13,675.35,2227.88,19.25,545.92
Penajam Paser Utara,2020,22859.81,18188.56,1041.05,3401.7,37.69,190.81
Mahakam Ulu,2020,23170.01,17088.63,346.08,3985.94,1393.89,355.47
Kota Balikpapan,2020,18402.01,15668.8,827.06,1790.85,21.47,93.84
Kota Samarinda,2020,18324.77,15547.38,237.68,1921.9,0.0,617.81
Kota Bontang,2020,13179.07,11040.08,276.29,1526.28,0.0,336.42
Malinau,2020,23743.02,16372.12,495.29,6762.49,70.89,42.23
Bulungan,2020,22633.02,21207.16,171.04,466.05,78.83,709.94
Tana Tidung,2020,28971.12,27012.55,85.82,1682.45,13.66,176.64
Nunukan,2020,20953.98,17707.57,1069.78,2060.33,94.66,21.63
Kota Tarakan,2020,16914.72,14229.86,432.82,1715.19,0.0,536.85
Bolaang Mongondow,2020,18963.35,17106.4,194.55,1391.55,233.27,37.58
Minahasa,2020,14854.83,13565.85,649.03,516.79,31.94,91.22
Kepulauan Sangihe,2020,11115.62,9981.97,127.26,915.75,90.64,0.0
Kepulauan Talaud,2020,9984.49,9214.71,208.89,349.98,206.36,4.55
Minahasa Selatan,2020,12112.15,11531.2,111.66,425.85,28.56,14.88
Minahasa Utara,2020,16694.13,14860.4,401.33,1219.42,117.32,95.66
Bolaang Mongondow Utara,2020,17216.48,15448.6,216.03,1222.69,299.34,29.82
Siau Tagulandang Biaro,2020,12781.6,11615.46,588.52,493.88,83.74,0.0
Minahasa Tenggara,2020,14751.48,11821.13,1897.64,981.92,12.17,38.62
Bolaang Mongondow Selatan,2020,18287.5,16743.22,84.44,1178.38,243.58,37.87
Bolaang Mongondow Timur,2020,27252.98,24760.86,548.65,1439.96,245.85,257.67
Kota Manado,2020,18892.31,13381.97,498.3,4974.03,1.1,36.91
Kota Bitung,2020,17147.57,15591.28,330.07,1204.38,18.01,3.82
Kota Tomohon,2020,15358.6,13790.49,427.27,1132.76,3.83,4.24
Kota Kotamobagu,2020,21092.13,15482.95,169.88,4957.51,210.0,271.79
Banggai Kepulauan,2020,15113.09,12020.27,440.73,2504.53,139.84,7.73
Banggai,2020,17447.55,12833.3,319.25,3836.05,397.91,61.04
Morowali,2020,26681.99,21657.12,677.84,4266.28,75.08,5.68
Poso,2020,18236.41,14652.79,892.09,2659.62,5.88,26.02
Donggala,2020,17738.46,15673.57,1147.36,805.73,76.28,35.52
Toli-Toli,2020,17839.65,15407.72,602.21,1796.53,13.65,19.53
Buol,2020,16446.37,14108.46,1045.36,1025.58,233.24,33.74
Parigi Moutong,2020,18541.08,17086.02,270.27,866.97,287.55,30.27
Tojo Una-Una,2020,20993.37,19062.2,655.18,1041.84,219.92,14.24
Sigi,2020,15938.64,14641.57,309.75,811.55,175.78,0.0
Banggai Laut,2020,20141.3,18961.13,627.08,551.37,1.71,0.0
Morowali Utara,2020,22776.85,19141.59,758.56,2723.64,153.05,0.0
Kota Palu,2020,15680.36,12929.05,467.97,2257.36,0.01,25.97
Kepulauan Selayar,2020,17360.92,15208.81,149.47,1462.29,438.97,101.37
Bulukumba,2020,13081.63,9988.55,1624.62,1270.02,196.29,2.15
Bantaeng,2020,15217.22,13679.42,1007.64,316.16,210.76,3.23
Jeneponto,2020,12786.11,11038.75,1145.11,441.63,154.19,6.42
Takalar,2020,15143.92,13812.73,447.88,819.95,63.37,0.0
Gowa,2020,15325.05,12258.08,1033.21,1658.61,255.19,119.97
Sinjai,2020,10840.48,9388.66,278.9,577.62,492.7,102.6
Maros,2020,15449.21,14053.33,202.85,1063.48,7.43,122.12
Pangkajene dan Kepulauan,2020,13355.91,12280.49,808.94,244.14,16.67,5.68
Barru,2020,11884.98,8688.44,123.27,3065.57,7.71,0.0
Bone,2020,14111.0,12028.14,892.8,998.98,157.63,33.46
Soppeng,2020,10420.04,9339.87,269.43,758.88,4.02,47.85
Wajo,2020,15920.11,12239.67,671.26,2940.53,38.04,30.6
Sidenreng Rappang,2020,16752.29,15247.93,614.38,885.37,4.61,0.0
Pinrang,2020,17343.11,16249.76,388.45,655.14,0.0,49.76
Enrekang,2020,12455.47,11771.7,171.58,444.41,17.99,49.79
Luwu,2020,16927.97,15689.88,668.25,539.11,13.32,17.41
Tana Toraja,2020,14244.9,12659.98,525.75,1009.62,32.35,17.21
Luwu Utara,2020,20293.91,19185.17,385.26,556.66,83.31,83.51
Luwu Timur,2020,17079.71,12820.15,47.71,3874.34,1.48,336.03
Toraja Utara,2020,12584.11,10212.24,550.7,1737.33,6.3,77.54
Kota Makasar,2020,13049.58,11169.85,113.03,1671.5,0.0,95.2
Kota Parepare,2020,14656.17,11662.43,438.14,2287.87,0.0,267.73
Kota Palopo,2020,16442.19,15744.64,147.11,550.44,0.0,0.0
Buton,2020,9228.56,7487.45,777.36,898.77,64.98,0.0
Muna,2020,9204.65,7742.47,691.57,687.72,71.03,11.86
Konawe,2020,17311.18,15596.01,598.3,988.07,102.83,25.97
Kolaka,2020,17914.37,12291.54,500.99,4907.58,214.26,0.0
Konawe Selatan,2020,14701.11,12746.47,1284.54,516.38,141.49,12.22
Bombana,2020,19199.86,16439.64,756.15,1776.4,202.87,24.8
Wakatobi,2020,12236.35,9724.55,932.8,1565.39,1.45,12.15
Kolaka Utara,2020,17001.21,12735.01,485.8,3483.04,21.31,276.05
Buton Utara,2020,11960.14,10985.19,604.29,285.27,85.39,0.0
Konawe Utara,2020,24518.12,22519.43,1492.17,442.31,57.72,6.49
Kolaka Timur,2020,15976.05,14485.21,1013.76,351.57,119.26,6.25
Konawe Kepulauan,2020,14638.37,10779.68,393.66,3460.82,4.21,0.0
Muna Barat,2020,11110.22,9337.64,687.95,999.11,49.94,35.58
Buton Tengah,2020,4396.16,4011.1,49.24,269.89,65.57,0.36
Buton Selatan,2020,9636.81,8085.19,566.49,931.18,4.08,49.88
Kota Kendari,2020,15418.98,10538.88,584.02,4149.42,4.05,142.61
Kota Baubau,2020,9355.24,7315.89,551.47,1487.87,0.0,0.0
Boalemo,2020,15030.87,13376.24,570.84,363.64,419.97,300.18
Gorontalo,2020,11625.42,10356.23,132.53,542.39,398.7,195.56
Pohuwato,2020,17547.3,14991.06,1175.43,568.08,379.93,432.8
Bone Bolango,2020,15709.07,13931.87,500.69,1036.96,116.22,123.33
Gorontalo Utara,2020,14413.07,10739.96,747.34,1882.74,504.12,538.9
Kota Gorontalo,2020,15573.18,12494.53,316.02,2632.7,5.46,124.47
Majene,2020,12595.44,11707.45,114.53,758.86,7.68,6.91
Polewali Mandar,2020,13209.33,11933.67,590.08,617.93,30.17,37.48
Mamasa,2020,11696.15,9511.72,980.42,1189.78,14.23,0.0
Mamuju,2020,17820.47,17105.8,530.35,167.36,16.96,0.0
Mamuju Utara,2020,20240.65,17302.53,531.73,1747.13,1.83,657.43
Mamuju Tengah,2020,18227.77,16841.03,432.07,862.15,6.14,86.39
Maluku Tenggara Barat,2020,12136.6,8844.53,525.56,1537.94,1065.63,162.94
Maluku Tenggara,2020,10094.57,8787.07,864.49,279.08,153.11,10.82
Maluku Tengah,2020,13178.79,9908.35,1041.24,1963.0,266.19,0.0
Buru,2020,19647.42,14980.8,1539.13,1556.29,1372.38,198.82
Kepulauan Aru,2020,12783.82,11095.86,701.73,192.0,772.9,21.34
Seram Bagian Barat,2020,10609.75,7973.76,1193.36,785.84,656.8,0.0
Seram Bagian Timur,2020,19841.09,16996.78,437.13,827.62,1545.73,33.83
Maluku Barat Daya,2020,10905.67,8791.15,580.8,416.3,1016.92,100.5
Buru Selatan,2020,11646.56,9223.76,416.48,540.88,1447.21,18.22
Kota Ambon,2020,14089.95,9481.27,1377.3,3109.43,21.52,100.43
Kota Tual,2020,13700.65,11161.23,1296.97,1051.54,81.24,109.66
Halmahera Barat,2020,15328.31,13123.71,1465.66,244.8,417.06,77.08
Halmahera Tengah,2020,26867.47,22992.94,946.22,1375.8,765.86,786.65
Kepulauan Sula,2020,17475.53,13237.45,2158.67,1441.02,342.8,295.59
Halmahera Selatan,2020,17341.3,14790.24,483.59,552.98,1381.04,133.44
Halmahera Utara,2020,13705.97,12004.9,424.66,921.8,183.67,170.94
Halmahera Timur,2020,18568.22,14084.87,713.93,2564.68,863.42,341.32
Pulau Morotai,2020,14773.8,13491.6,41.34,86.59,695.23,459.03
Pulau Taliabu,2020,19707.95,17625.43,543.75,618.52,819.08,101.17
Kota Ternate,2020,23760.13,21232.02,1340.43,1138.41,1.34,47.93
Kota Tidore Kepulauan,2020,21648.89,17918.63,1375.81,1725.91,164.58,463.97
Fakfak,2020,19229.68,16466.92,603.2,1031.23,587.3,541.03
Kaimana,2020,23565.88,19765.14,878.58,1555.42,311.96,1054.78
Teluk Wondama,2020,29763.03,21242.15,414.42,74.41,11.86,8020.19
Teluk Bintuni,2020,34590.19,30848.25,507.43,1820.19,92.36,1321.95
Manokwari,2020,19678.95,15820.73,270.18,1791.24,41.6,1755.2
Manokwari Selatan,2020,22149.45,15587.45,464.11,1014.42,195.36,4888.11
Pegunungan Arfak,2020,9177.96,7681.18,373.89,869.19,94.97,158.74
Raja Ampat,2020,27307.52,21422.74,89.26,1939.31,263.58,3592.64
Sorong,2020,19186.51,16612.96,898.48,1005.67,186.15,483.25
Sorong Selatan,2020,14751.52,13087.08,76.42,561.71,282.77,743.54
Maybrat,2020,12030.41,10485.5,1.41,1327.83,123.49,92.18
Tambrauw,2020,21800.86,13754.49,0.0,374.86,120.8,7550.71
Kota Sorong,2020,19361.35,15950.31,818.31,2217.06,10.64,365.04
Jayapura,2020,15824.96,12347.75,950.07,1846.3,20.86,659.97
Kepulauan Yapen,2020,14855.81,11999.83,419.43,1095.56,255.06,1085.92
Biak Numfor,2020,14105.43,8036.45,187.94,411.48,4.27,5465.29
Sarmi,2020,27176.87,12395.84,895.52,7435.01,41.28,6409.24
Keerom,2020,19245.37,11734.07,1680.31,4739.35,156.72,934.92
Waropen,2020,28139.31,13027.51,1907.29,1556.49,134.33,11513.69
Supiori,2020,15728.06,10086.74,682.28,183.32,1.36,4774.35
Mamberamo Raya,2020,12054.0,3932.51,186.9,2578.83,130.81,5224.96
Kota Jayapura,2020,21844.6,16252.46,1843.66,1897.05,9.23,1842.21
Merauke,2020,24573.24,20880.62,1166.74,764.65,264.73,1496.51
Boven Digoel,2020,27425.85,26048.83,25.59,305.41,577.39,468.62
Mappi,2020,18312.43,15806.04,0.0,630.89,962.58,912.91
Asmat,2020,15032.61,12926.6,521.54,14.78,1490.26,79.43
Mimika,2020,24766.74,21802.42,265.66,1986.67,216.95,495.03
Dogiyai,2020,1631.54,762.58,285.65,98.25,485.06,0.0
Deiyai,2020,7240.75,6251.24,783.99,205.52,0.0,0.0
Nabire,2020,26324.91,24233.79,220.45,1041.37,7.94,821.36
Paniai,2020,16683.35,15703.61,904.19,0.0,0.0,75.56
Intan Jaya,2020,12629.39,12278.12,343.54,0.0,7.73,0.0
Puncak,2020,7334.99,6934.39,400.6,0.0,0.0,0.0
Puncak Jaya,2020,21806.15,6416.54,9418.55,5154.77,0.0,816.28
Nduga,2020,10870.81,2028.68,4517.37,85.07,4191.6,48.1
Jayawijaya,2020,25014.19,23407.86,486.07,123.01,78.95,918.3
Lanny Jaya,2020,20598.22,17312.05,0.0,0.0,343.46,2942.71
Tolikara,2020,15793.9,12955.19,140.25,0.0,91.22,2607.25
Mamberamo Tengah,2020,11553.71,10767.21,106.81,0.0,0.0,679.69
Yalimo,2020,23952.91,21846.63,219.97,1241.43,183.76,461.11
Yahukimo,2020,6911.02,5459.31,294.25,434.06,723.4,0.0
Pegunungan Bintang,2020,15350.67,14649.83,309.0,236.17,7.06,148.61
Simeulue,2021,15083.23,11440.56,3642.67,0.0,0.0,0.0
Aceh Singkil,2021,18517.4,17122.28,1282.06,108.71,2.67,1.67
Aceh Selatan,2021,23434.49,15627.49,6782.01,770.08,194.76,60.15
Aceh Tenggara,2021,21578.18,17403.16,3499.36,520.29,38.64,116.73
Aceh Timur,2021,22930.88,17645.65,2397.29,2856.49,24.4,7.05
Aceh Tengah,2021,27355.18,14381.17,11876.28,977.0,109.77,10.96
Aceh Barat,2021,30775.45,19054.26,7371.7,3611.7,532.09,205.7
Aceh Besar,2021,20261.32,12532.56,3800.46,3700.14,204.52,23.65
Pidie,2021,15792.8,11101.26,3986.29,697.77,5.95,1.53
Bireuen,2021,18997.42,14219.75,4741.32,10.73,25.62,0.0
Aceh Utara,2021,12529.73,8175.8,3876.23,461.94,15.76,0.0
Aceh Barat Daya,2021,20216.02,14802.65,4877.82,162.93,217.26,155.36
Gayo Lues,2021,19915.68,10711.26,6875.39,1784.86,273.56,270.62
Aceh Tamiang,2021,14433.9,11626.71,1832.38,944.69,30.11,0.0
Nagan Raya,2021,32933.81,23602.61,5995.83,2810.31,459.7,65.36
Aceh Jaya,2021,30069.33,20929.58,7132.79,1487.31,421.12,98.52
Bener Meriah,2021,22571.68,18142.04,3686.19,704.04,39.41,0.0
Pidie Jaya,2021,22765.73,16036.49,6118.3,573.19,37.76,0.0
Kota Banda Aceh,2021,19695.6,17970.95,1363.69,350.67,10.28,0.0
Kota Sabang,2021,25159.52,22933.27,1399.78,684.28,57.89,84.31
Kota Langsa,2021,17461.36,15279.53,1677.08,496.2,1.85,6.69
Kota Lhokseumawe,2021,17907.87,14317.23,2819.19,768.72,2.73,0.0
Kota Subulussalam,2021,19366.43,15159.4,3639.31,492.17,43.44,32.11
Nias,2021,8273.2,5575.99,2106.15,324.38,59.29,207.39
Mandailing Natal,2021,23231.81,17565.3,2677.09,2837.63,128.6,23.2
Tapanuli Selatan,2021,20902.41,17380.09,1939.97,1434.32,148.03,0.0
Tapanuli Tengah,2021,21205.43,16630.32,4157.72,339.55,31.13,46.71
Tapanuli Utara,2021,21991.22,16386.94,4725.55,823.22,49.68,5.82
Toba Samosir,2021,20601.49,13545.22,5612.58,1254.23,162.42,27.03
Labuhan Batu,2021,22403.67,18962.86,2383.69,1036.79,20.33,0.0
Asahan,2021,20789.0,18895.25,820.83,987.23,74.72,10.96
Simalungun,2021,20240.82,17821.8,1761.51,70.78,358.61,228.13
Dairi,2021,21054.7,16408.39,3243.35,472.84,357.51,572.62
Karo,2021,31156.46,23135.03,2134.05,1018.84,1916.52,2952.01
Deli Serdang,2021,17284.12,14789.14,1119.72,1251.36,70.27,53.64
Langkat,2021,18601.83,15767.14,2082.01,508.03,73.1,171.56
Nias Selatan,2021,8701.5,6280.65,1246.04,198.71,43.15,932.95
Humbang Hasundutan,2021,20798.68,14372.72,4194.25,2151.59,78.99,1.13
